Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,AttritionRiskScore,RiskLevel
46,No,Travel_Frequently,Research & Development,23,3,Life Sciences,4,Female,Manager,4,Married,4262,9,No,3,1,38,4,1,38,16,8,8,49.1,Medium
51,No,Travel_Rarely,Research & Development,18,1,Life Sciences,4,Female,Research Director,4,Single,5153,3,Yes,3,1,19,4,4,15,3,12,15,43.8,Medium
34,No,Travel_Rarely,Research & Development,11,2,Life Sciences,2,Male,Research Director,4,Divorced,4096,1,Yes,3,2,11,1,1,10,10,13,8,37.3,Medium
60,No,Travel_Rarely,Research & Development,17,1,Other,1,Female,Manager,4,Divorced,6373,7,Yes,3,3,15,2,4,13,13,9,11,21.8,Low
60,No,Travel_Frequently,Sales,2,5,Life Sciences,1,Female,Sales Representative,2,Divorced,6204,7,No,3,2,2,0,1,2,2,5,0,41.7,Medium
33,No,Travel_Rarely,Sales,3,3,Life Sciences,4,Female,Manager,1,Married,12303,5,No,3,2,39,1,4,37,8,2,15,43.8,Medium
19,No,Travel_Rarely,Research & Development,11,4,Other,1,Male,Laboratory Technician,3,Married,4641,7,Yes,3,2,17,6,1,17,11,6,7,58.6,Medium
51,No,Travel_Rarely,Sales,18,5,Technical Degree,1,Female,Manager,1,Single,10064,8,No,3,3,20,2,2,19,4,11,13,63.9,High
25,No,Travel_Rarely,Research & Development,27,4,Life Sciences,2,Male,Manager,3,Divorced,8539,0,Yes,3,3,27,3,3,24,10,8,13,38.3,Medium
30,Yes,Travel_Frequently,Research & Development,3,5,Marketing,1,Male,Research Director,1,Married,19465,8,Yes,3,2,41,3,4,37,19,8,9,69.9,High
59,No,Travel_Rarely,Research & Development,26,1,Other,1,Female,Manager,2,Married,4553,1,No,3,3,15,1,1,12,2,14,0,40.1,Medium
25,No,Travel_Rarely,Research & Development,15,1,Life Sciences,4,Female,Healthcare Representative,4,Married,3819,0,Yes,3,2,3,0,2,3,3,0,3,34.2,Medium
47,No,Travel_Rarely,Research & Development,11,3,Technical Degree,4,Female,Healthcare Representative,1,Divorced,10452,7,Yes,3,0,15,2,4,13,13,14,8,51.1,Medium
49,No,Travel_Frequently,Research & Development,11,4,Medical,4,Male,Research Director,3,Single,6193,7,No,3,3,36,3,4,32,10,1,15,31.3,Medium
53,No,Travel_Rarely,Research & Development,28,5,Medical,1,Male,Manager,1,Single,10604,3,No,3,1,28,3,4,27,19,14,10,63.8,High
47,No,Travel_Frequently,Research & Development,28,2,Medical,2,Female,Manager,2,Married,7555,7,No,3,1,40,0,3,36,7,7,10,49.6,Medium
18,No,Travel_Rarely,Research & Development,25,2,Marketing,3,Male,Manager,2,Divorced,1388,6,No,3,2,9,1,1,7,3,14,7,49.9,Medium
60,No,Travel_Frequently,Human Resources,20,3,Life Sciences,4,Female,Manager,1,Married,6159,1,No,3,0,36,4,1,33,11,10,6,57.4,Medium
56,No,Travel_Frequently,Research & Development,28,4,Marketing,4,Female,Laboratory Technician,4,Married,5923,4,No,4,3,4,6,4,4,4,0,4,18.0,Low
34,No,Travel_Rarely,Sales,25,2,Life Sciences,4,Female,Sales Representative,3,Married,5323,9,Yes,3,2,7,5,4,4,4,10,4,59.1,Medium
37,No,Travel_Frequently,Sales,11,3,Medical,2,Male,Manager,2,Married,4539,3,Yes,4,0,34,6,4,30,14,11,0,54.3,Medium
41,No,Non-Travel,Sales,19,3,Life Sciences,3,Female,Sales Executive,2,Married,1890,2,No,4,0,10,2,2,8,8,14,8,49.4,Medium
39,No,Travel_Rarely,Sales,28,4,Technical Degree,3,Female,Sales Representative,1,Married,8304,0,No,3,3,31,3,4,31,15,10,14,36.8,Medium
46,No,Travel_Frequently,Sales,1,2,Life Sciences,4,Male,Sales Representative,2,Single,6150,4,No,3,1,34,5,3,32,15,13,9,53.0,Medium
39,No,Travel_Rarely,Research & Development,27,2,Medical,1,Male,Manager,2,Divorced,9520,9,Yes,3,1,4,5,1,2,2,2,2,69.5,High
26,No,Travel_Rarely,Sales,5,2,Medical,4,Male,Sales Representative,3,Married,1952,7,No,3,0,33,4,3,29,19,10,12,40.7,Medium
54,No,Travel_Rarely,Research & Development,10,1,Marketing,4,Male,Laboratory Technician,4,Divorced,6662,8,No,3,1,14,5,4,11,3,6,11,17.5,Low
27,Yes,Travel_Rarely,Research & Development,10,2,Medical,1,Female,Manager,3,Single,4269,6,Yes,3,0,30,0,2,28,10,7,1,69.4,High
53,No,Travel_Frequently,Sales,14,5,Technical Degree,1,Female,Sales Executive,4,Married,5357,0,No,3,0,4,1,4,2,2,4,2,16.4,Low
54,No,Travel_Rarely,Research & Development,2,1,Life Sciences,4,Female,Manager,3,Divorced,4298,0,Yes,3,0,27,2,4,25,8,13,11,26.0,Low
45,No,Travel_Frequently,Sales,4,1,Life Sciences,2,Male,Sales Executive,1,Single,6810,0,Yes,3,1,29,0,4,29,3,1,3,63.7,High
45,No,Travel_Rarely,Sales,2,1,Medical,2,Female,Sales Representative,2,Married,4457,1,Yes,4,2,10,1,4,8,8,14,8,38.9,Medium
59,No,Travel_Rarely,Research & Development,18,1,Other,1,Male,Laboratory Technician,4,Married,2614,0,No,3,1,27,0,4,25,8,2,14,14.3,Low
60,No,Travel_Rarely,Research & Development,13,3,Life Sciences,4,Female,Manager,1,Married,5176,3,No,3,2,5,3,1,1,1,8,1,51.4,Medium
38,No,Travel_Rarely,Research & Development,19,5,Life Sciences,2,Female,Manager,2,Single,4322,9,Yes,3,1,4,3,3,2,2,14,1,78.6,High
41,No,Travel_Rarely,Research & Development,5,4,Life Sciences,4,Female,Manager,2,Single,4674,8,No,3,3,5,4,2,3,3,15,3,55.8,Medium
59,No,Travel_Rarely,Research & Development,20,2,Medical,4,Female,Laboratory Technician,2,Divorced,1000,3,No,3,3,28,0,4,24,9,12,13,18.0,Low
57,No,Travel_Rarely,Sales,2,1,Life Sciences,4,Female,Sales Executive,3,Married,7402,3,No,4,1,12,6,2,12,12,10,1,36.0,Medium
19,No,Travel_Rarely,Sales,11,4,Technical Degree,2,Female,Sales Executive,1,Single,4069,6,No,3,3,41,5,1,38,6,12,16,63.6,High
25,No,Non-Travel,Research & Development,26,3,Life Sciences,3,Female,Research Director,1,Single,2188,8,No,4,3,38,3,3,34,18,9,15,64.1,High
44,No,Travel_Rarely,Research & Development,18,4,Life Sciences,4,Male,Research Scientist,2,Divorced,8548,6,No,3,3,22,1,4,22,18,6,3,34.1,Medium
39,No,Travel_Rarely,Human Resources,6,1,Life Sciences,2,Female,Human Resources,4,Single,7199,0,No,3,3,11,4,1,8,8,12,8,28.9,Low
54,No,Travel_Frequently,Research & Development,23,5,Medical,3,Female,Research Scientist,1,Married,4038,0,No,3,2,3,5,1,1,1,0,1,43.8,Medium
44,No,Travel_Rarely,Research & Development,28,4,Marketing,1,Male,Research Director,3,Married,2461,3,No,3,0,44,2,3,40,12,2,5,42.7,Medium
46,No,Travel_Rarely,Research & Development,10,1,Life Sciences,2,Male,Healthcare Representative,4,Divorced,5468,3,No,4,2,32,0,4,30,1,8,16,13.8,Low
20,No,Travel_Frequently,Research & Development,22,1,Other,3,Female,Manager,4,Married,5291,0,No,3,0,5,6,3,1,1,6,0,21.4,Low
30,No,Travel_Rarely,Research & Development,23,2,Life Sciences,2,Male,Research Director,4,Married,8557,5,No,3,0,34,3,3,31,12,14,8,45.2,Medium
27,No,Travel_Rarely,Research & Development,17,2,Marketing,3,Male,Manager,4,Single,3765,9,No,3,1,17,6,2,17,8,15,17,52.9,Medium
53,No,Travel_Frequently,Research & Development,22,5,Medical,3,Female,Laboratory Technician,1,Divorced,10066,1,No,3,1,16,5,2,12,0,11,10,37.5,Medium
26,No,Travel_Rarely,Research & Development,11,2,Life Sciences,2,Female,Research Director,2,Married,3554,4,No,3,1,4,1,3,4,4,12,4,44.5,Medium
44,No,Travel_Rarely,Research & Development,19,5,Technical Degree,1,Female,Laboratory Technician,4,Divorced,2191,7,No,3,1,11,0,2,9,9,12,1,24.7,Low
51,No,Travel_Rarely,Sales,17,3,Technical Degree,4,Male,Sales Representative,3,Married,2491,2,No,3,1,26,6,1,24,19,12,10,37.9,Medium
18,No,Travel_Frequently,Research & Development,24,3,Life Sciences,3,Male,Healthcare Representative,3,Married,4734,8,No,3,2,36,1,3,33,14,13,1,50.1,Medium
49,No,Travel_Frequently,Research & Development,4,2,Medical,4,Male,Research Scientist,2,Single,4725,6,Yes,3,2,39,4,4,36,0,14,3,58.0,Medium
42,No,Travel_Frequently,Research & Development,26,3,Life Sciences,1,Male,Manager,1,Married,5983,8,No,3,3,30,3,4,29,16,14,12,55.8,Medium
46,No,Travel_Rarely,Research & Development,24,4,Marketing,4,Male,Research Director,2,Married,4655,0,Yes,3,2,7,3,1,6,6,1,5,59.1,Medium
24,Yes,Travel_Rarely,Research & Development,26,4,Life Sciences,4,Female,Manager,4,Married,8834,4,No,4,2,8,4,4,5,5,5,5,27.8,Low
20,No,Travel_Rarely,Research & Development,14,4,Technical Degree,2,Male,Laboratory Technician,1,Single,4202,2,Yes,3,1,4,1,4,2,2,8,2,62.9,High
37,No,Travel_Rarely,Sales,27,3,Life Sciences,2,Male,Sales Executive,1,Single,1483,3,No,3,3,12,6,3,12,12,14,3,64.7,High
37,No,Travel_Frequently,Research & Development,20,4,Life Sciences,1,Male,Laboratory Technician,4,Single,4570,3,No,4,2,5,0,1,2,1,3,2,45.0,Medium
47,No,Travel_Rarely,Sales,4,5,Life Sciences,2,Male,Sales Executive,3,Married,1474,6,No,3,2,25,1,3,25,16,15,0,41.0,Medium
52,No,Travel_Rarely,Research & Development,28,1,Life Sciences,3,Male,Research Scientist,4,Divorced,5783,9,No,3,3,24,0,1,23,10,9,12,38.5,Medium
52,No,Travel_Rarely,Human Resources,14,2,Medical,1,Male,Human Resources,2,Married,9267,7,No,3,0,5,5,3,5,5,1,5,44.2,Medium
56,Yes,Travel_Rarely,Human Resources,26,5,Life Sciences,2,Female,Manager,4,Married,2719,9,No,3,1,14,4,3,11,11,2,11,34.0,Medium
44,No,Travel_Rarely,Research & Development,4,4,Marketing,2,Male,Research Scientist,3,Single,11511,4,No,3,2,37,2,2,35,2,6,3,49.3,Medium
43,No,Travel_Rarely,Research & Development,6,1,Life Sciences,1,Male,Research Scientist,4,Married,8149,9,No,3,2,4,0,4,1,1,3,1,28.6,Low
31,No,Travel_Rarely,Research & Development,9,2,Marketing,3,Male,Research Scientist,2,Married,10136,6,Yes,3,3,14,3,1,10,10,6,9,65.1,High
34,No,Travel_Rarely,Sales,21,5,Medical,1,Male,Sales Executive,2,Divorced,5506,2,No,3,2,42,5,4,38,15,4,6,28.7,Low
35,No,Travel_Frequently,Research & Development,12,2,Human Resources,2,Male,Laboratory Technician,3,Divorced,2709,2,Yes,3,1,37,3,2,33,13,13,12,43.8,Medium
46,No,Travel_Frequently,Research & Development,29,3,Human Resources,2,Male,Research Director,2,Married,7851,2,No,3,2,27,5,1,25,15,7,12,56.2,Medium
37,No,Travel_Rarely,Research & Development,26,4,Technical Degree,1,Male,Manager,2,Married,3378,3,No,3,0,20,3,2,17,16,7,13,46.8,Medium
44,No,Travel_Frequently,Research & Development,8,5,Marketing,3,Female,Research Scientist,4,Single,5274,5,No,3,1,24,1,4,20,10,4,5,29.5,Low
35,No,Travel_Rarely,Research & Development,24,5,Life Sciences,3,Male,Laboratory Technician,1,Married,4434,4,No,3,0,38,6,3,35,16,6,15,59.3,Medium
21,No,Travel_Rarely,Sales,4,1,Marketing,4,Male,Sales Representative,2,Single,9651,7,No,3,3,40,1,2,39,18,10,8,63.6,High
18,No,Travel_Rarely,Research & Development,27,1,Human Resources,3,Male,Laboratory Technician,2,Married,7617,4,No,3,1,25,1,2,21,0,5,15,58.1,Medium
18,No,Travel_Rarely,Sales,26,1,Life Sciences,1,Male,Sales Executive,3,Single,4682,4,No,4,2,33,6,3,29,11,12,11,55.8,Medium
43,No,Travel_Rarely,Research & Development,25,2,Medical,3,Male,Research Director,3,Married,1523,9,Yes,4,1,31,5,4,29,14,7,15,53.6,Medium
37,No,Travel_Rarely,Research & Development,25,4,Life Sciences,3,Male,Healthcare Representative,4,Married,3357,1,No,3,1,10,5,2,7,7,8,4,31.8,Medium
40,No,Travel_Rarely,Research & Development,5,2,Medical,4,Male,Laboratory Technician,4,Married,7499,4,Yes,3,1,35,6,4,33,13,15,10,34.1,Medium
27,Yes,Travel_Rarely,Research & Development,6,4,Medical,3,Male,Healthcare Representative,2,Married,5814,6,Yes,3,0,10,3,3,8,0,4,0,59.0,Medium
28,No,Travel_Rarely,Sales,5,5,Medical,4,Male,Sales Representative,1,Single,1994,1,Yes,4,3,22,0,1,19,12,6,9,71.1,High
58,Yes,Non-Travel,Sales,19,2,Medical,4,Male,Sales Executive,1,Married,1662,5,No,3,1,40,5,2,39,14,15,10,56.2,Medium
58,No,Travel_Rarely,Research & Development,27,2,Human Resources,3,Male,Research Scientist,4,Divorced,5526,6,No,3,2,27,3,4,24,6,13,14,24.3,Low
22,No,Travel_Rarely,Research & Development,8,2,Medical,2,Female,Research Director,3,Divorced,2606,4,No,3,1,19,0,3,18,14,0,2,22.0,Low
18,No,Travel_Rarely,Sales,9,3,Technical Degree,1,Female,Manager,2,Married,2761,8,No,3,1,6,6,3,4,4,10,4,41.5,Medium
34,No,Travel_Rarely,Sales,15,4,Life Sciences,1,Female,Sales Executive,2,Married,7358,3,No,3,3,11,1,2,10,9,7,10,45.6,Medium
39,No,Travel_Rarely,Research & Development,4,4,Medical,3,Female,Healthcare Representative,1,Married,10110,9,No,3,2,15,5,1,14,13,2,8,56.3,Medium
51,No,Travel_Rarely,Sales,25,2,Medical,1,Female,Sales Executive,4,Single,3132,0,No,3,2,8,2,2,7,5,0,1,32.2,Medium
58,No,Travel_Frequently,Research & Development,9,3,Life Sciences,1,Female,Research Director,1,Single,4784,7,No,3,0,22,1,4,18,13,5,11,57.5,Medium
46,Yes,Travel_Rarely,Research & Development,7,2,Life Sciences,4,Female,Research Scientist,1,Single,4700,7,Yes,3,2,26,4,3,22,11,13,15,72.4,High
21,Yes,Travel_Rarely,Sales,8,4,Medical,2,Male,Manager,4,Single,4453,6,No,3,2,28,0,1,26,10,12,15,48.6,Medium
22,No,Travel_Rarely,Sales,15,5,Medical,1,Male,Sales Executive,3,Married,5035,7,No,3,2,42,2,4,39,19,7,0,41.1,Medium
28,No,Travel_Rarely,Human Resources,19,3,Medical,2,Female,Manager,2,Divorced,7738,1,Yes,3,1,32,1,2,31,18,10,15,48.2,Medium
38,No,Travel_Rarely,Research & Development,15,3,Life Sciences,1,Female,Manager,3,Married,3280,2,No,3,0,29,5,3,25,1,2,5,33.0,Medium
52,No,Travel_Frequently,Research & Development,5,2,Life Sciences,2,Male,Research Scientist,4,Married,1968,8,No,3,2,29,2,2,26,19,15,13,33.3,Medium
29,No,Non-Travel,Research & Development,19,5,Medical,2,Female,Healthcare Representative,4,Married,13548,0,Yes,3,2,19,3,1,18,0,0,10,38.7,Medium
43,No,Travel_Frequently,Research & Development,7,4,Life Sciences,1,Male,Research Scientist,2,Single,9448,7,No,3,2,31,0,1,28,7,2,0,67.4,High
36,No,Travel_Rarely,Human Resources,6,1,Life Sciences,4,Male,Human Resources,3,Single,2534,7,No,3,1,38,4,1,38,13,14,16,56.6,Medium
24,No,Travel_Rarely,Research & Development,27,4,Life Sciences,2,Male,Healthcare Representative,2,Married,5331,6,No,3,1,41,3,1,40,8,4,1,67.5,High
24,No,Travel_Frequently,Research & Development,19,4,Life Sciences,2,Male,Healthcare Representative,1,Married,9012,4,No,3,0,35,2,1,32,1,10,13,69.5,High
43,No,Travel_Frequently,Sales,25,5,Life Sciences,1,Male,Sales Executive,1,Divorced,7703,3,No,3,3,19,1,2,18,4,15,7,52.0,Medium
57,No,Travel_Frequently,Research & Development,28,3,Life Sciences,2,Female,Manager,1,Married,6484,9,No,3,0,37,0,1,36,7,7,5,76.6,High
22,No,Travel_Frequently,Research & Development,17,4,Life Sciences,2,Female,Research Director,3,Divorced,4437,9,No,3,1,18,5,1,18,15,8,8,46.6,Medium
38,No,Travel_Rarely,Research & Development,10,3,Medical,4,Female,Manager,1,Married,13854,9,No,3,2,35,4,3,32,15,12,4,57.9,Medium
31,No,Travel_Rarely,Research & Development,19,5,Life Sciences,2,Male,Laboratory Technician,2,Married,5611,9,Yes,3,2,17,1,1,15,12,11,4,79.0,High
21,No,Travel_Rarely,Sales,11,5,Medical,4,Female,Manager,3,Married,3608,5,No,3,0,26,4,3,22,19,8,17,35.8,Medium
40,No,Travel_Rarely,Research & Development,15,2,Other,2,Male,Research Director,2,Single,8288,0,Yes,3,2,7,5,3,6,6,15,6,57.4,Medium
59,No,Travel_Rarely,Sales,10,1,Technical Degree,2,Male,Manager,4,Single,5206,4,No,3,1,26,6,3,25,0,3,11,26.6,Low
37,Yes,Travel_Rarely,Research & Development,11,5,Life Sciences,4,Female,Research Director,3,Single,6062,3,Yes,3,0,32,0,2,31,2,7,11,67.7,High
32,No,Travel_Rarely,Sales,23,5,Other,4,Male,Manager,2,Married,5551,3,No,3,3,12,2,2,11,5,10,5,43.7,Medium
46,No,Travel_Frequently,Sales,3,3,Life Sciences,3,Male,Manager,2,Married,6621,6,No,4,1,11,4,4,7,7,4,3,37.1,Medium
25,No,Travel_Rarely,Sales,3,5,Life Sciences,2,Male,Manager,3,Single,2732,8,No,4,1,6,0,4,4,3,2,4,46.5,Medium
58,Yes,Non-Travel,Research & Development,18,4,Human Resources,4,Female,Healthcare Representative,4,Married,2057,7,Yes,3,2,27,4,3,27,17,4,14,38.3,Medium
36,No,Travel_Rarely,Research & Development,25,2,Other,2,Male,Research Director,3,Single,11619,7,No,3,1,6,1,2,4,4,1,4,58.3,Medium
56,No,Travel_Rarely,Research & Development,11,2,Medical,2,Female,Healthcare Representative,1,Divorced,5708,4,No,3,1,29,4,1,25,8,10,2,42.8,Medium
45,Yes,Travel_Rarely,Human Resources,20,4,Medical,2,Female,Human Resources,1,Divorced,7804,5,No,3,3,7,6,4,4,4,10,4,27.9,Low
44,Yes,Travel_Frequently,Research & Development,26,5,Medical,1,Female,Laboratory Technician,4,Married,1709,1,Yes,3,2,21,1,2,21,2,10,7,38.6,Medium
21,No,Travel_Rarely,Sales,29,1,Life Sciences,3,Female,Sales Executive,2,Married,9320,2,No,3,1,14,1,1,14,9,5,8,62.6,High
32,No,Travel_Frequently,Research & Development,22,5,Life Sciences,1,Male,Manager,2,Single,3594,4,No,4,2,15,0,1,12,12,0,2,64.4,High
52,No,Travel_Rarely,Sales,18,2,Medical,3,Male,Sales Representative,2,Divorced,3029,1,No,3,1,28,3,2,27,6,5,0,34.7,Medium
54,No,Travel_Rarely,Human Resources,25,1,Other,2,Male,Manager,3,Single,4731,2,No,3,3,36,5,4,32,14,12,10,28.7,Low
18,No,Travel_Rarely,Sales,15,3,Life Sciences,2,Male,Sales Representative,3,Single,2733,3,Yes,3,2,25,4,2,22,0,4,12,65.4,High
20,No,Non-Travel,Human Resources,7,3,Technical Degree,4,Female,Manager,4,Single,4909,5,Yes,3,2,34,2,4,32,10,12,11,33.5,Medium
41,No,Non-Travel,Sales,10,5,Life Sciences,3,Male,Manager,1,Married,4528,4,No,4,3,19,1,3,17,16,8,6,44.8,Medium
44,No,Non-Travel,Research & Development,21,5,Medical,3,Male,Research Director,2,Married,9285,9,No,3,0,32,3,2,29,4,12,1,64.1,High
57,Yes,Travel_Rarely,Research & Development,23,1,Medical,1,Female,Research Scientist,1,Married,12185,3,Yes,3,1,29,1,2,25,6,13,0,73.6,High
53,No,Travel_Rarely,Human Resources,20,1,Marketing,3,Female,Human Resources,3,Married,11955,1,No,3,1,15,3,4,15,15,6,2,26.4,Low
51,No,Travel_Frequently,Sales,29,5,Life Sciences,2,Female,Sales Executive,3,Single,1263,4,Yes,3,0,12,3,4,12,12,5,3,64.5,High
46,Yes,Travel_Rarely,Research & Development,10,2,Medical,4,Female,Research Scientist,3,Divorced,2804,4,No,3,2,39,2,2,38,2,14,16,23.4,Low
41,No,Travel_Rarely,Human Resources,13,3,Medical,1,Female,Manager,1,Married,1255,6,No,3,2,36,3,1,32,14,10,17,52.0,Medium
41,No,Travel_Rarely,Research & Development,15,1,Life Sciences,4,Female,Laboratory Technician,4,Married,2401,0,No,3,3,27,2,1,25,4,11,16,23.2,Low
59,No,Travel_Rarely,Research & Development,23,2,Life Sciences,3,Male,Healthcare Representative,4,Married,3328,3,No,3,3,2,0,1,0,0,6,0,30.7,Medium
21,No,Travel_Rarely,Research & Development,18,5,Medical,3,Female,Research Scientist,3,Single,6287,4,Yes,3,3,38,1,3,37,19,9,16,57.5,Medium
20,No,Travel_Rarely,Research & Development,23,4,Medical,1,Male,Research Director,2,Single,3597,7,No,3,0,3,2,3,1,1,15,1,68.4,High
51,No,Travel_Rarely,Research & Development,4,1,Life Sciences,3,Male,Research Director,1,Married,3658,7,Yes,4,0,6,5,4,5,2,4,5,62.4,High
40,No,Travel_Rarely,Research & Development,20,4,Medical,4,Male,Research Scientist,3,Single,5481,0,No,3,2,38,6,3,37,8,0,11,34.4,Medium
40,No,Travel_Rarely,Research & Development,17,2,Other,2,Female,Research Scientist,1,Single,1762,4,Yes,3,3,26,1,1,23,8,14,12,73.3,High
22,No,Travel_Rarely,Sales,28,3,Life Sciences,1,Female,Sales Executive,1,Divorced,2971,9,No,4,2,17,6,2,17,6,8,10,61.5,High
48,No,Non-Travel,Sales,3,2,Medical,3,Male,Sales Representative,4,Married,3633,0,Yes,4,0,30,5,3,26,1,4,7,29.1,Low
58,No,Travel_Rarely,Human Resources,21,3,Life Sciences,4,Male,Human Resources,3,Married,4352,0,No,3,1,44,4,3,40,15,3,4,29.0,Low
23,No,Travel_Rarely,Research & Development,21,2,Life Sciences,2,Female,Laboratory Technician,4,Married,5147,1,Yes,3,2,7,5,1,7,7,5,1,47.7,Medium
54,No,Travel_Rarely,Research & Development,2,1,Life Sciences,3,Female,Laboratory Technician,3,Divorced,12093,1,No,3,0,31,0,3,27,12,4,11,20.9,Low
27,No,Travel_Rarely,Research & Development,4,1,Medical,1,Male,Manager,1,Single,8476,8,No,3,3,11,4,4,9,9,0,1,50.6,Medium
57,No,Travel_Rarely,Sales,1,4,Technical Degree,3,Male,Manager,4,Divorced,3097,3,Yes,3,1,18,4,2,16,16,1,5,22.9,Low
24,No,Travel_Rarely,Sales,15,2,Life Sciences,3,Female,Sales Representative,1,Married,4201,2,No,3,1,32,3,1,28,16,3,11,60.4,High
56,No,Travel_Frequently,Research & Development,25,2,Medical,3,Male,Manager,3,Single,4033,0,No,3,1,8,5,4,5,5,7,5,30.0,Low
55,No,Travel_Rarely,Research & Development,1,4,Medical,2,Female,Manager,2,Single,3610,1,No,3,3,17,3,1,13,3,4,13,35.1,Medium
38,No,Travel_Frequently,Research & Development,6,5,Life Sciences,2,Male,Research Director,4,Married,5787,5,No,4,1,22,5,4,21,0,6,11,24.2,Low
37,No,Travel_Rarely,Sales,7,2,Medical,3,Male,Sales Representative,4,Married,1610,8,No,3,0,6,4,2,5,5,1,2,36.8,Medium
20,No,Travel_Rarely,Human Resources,19,2,Technical Degree,3,Male,Human Resources,1,Single,8336,4,No,3,2,25,3,2,25,18,7,7,60.4,High
39,No,Travel_Rarely,Human Resources,12,2,Technical Degree,1,Male,Manager,1,Married,13576,3,No,3,1,40,6,4,38,8,4,15,37.4,Medium
21,No,Non-Travel,Research & Development,1,5,Technical Degree,3,Male,Research Scientist,2,Married,4180,4,No,4,1,14,1,4,11,11,3,3,26.8,Low
45,No,Travel_Frequently,Research & Development,7,1,Life Sciences,4,Male,Laboratory Technician,4,Married,4131,8,No,3,0,38,5,4,34,7,8,12,27.7,Low
29,No,Travel_Frequently,Research & Development,19,4,Technical Degree,4,Female,Research Scientist,3,Divorced,5400,6,Yes,3,3,14,5,4,13,12,5,7,26.6,Low
55,No,Travel_Rarely,Research & Development,13,5,Life Sciences,1,Male,Research Scientist,3,Divorced,9060,7,No,4,1,23,3,4,21,14,14,0,35.0,Medium
53,No,Travel_Rarely,Research & Development,26,3,Marketing,2,Female,Healthcare Representative,4,Married,4045,3,No,3,0,24,5,4,22,10,13,2,27.4,Low
58,No,Travel_Rarely,Sales,12,3,Other,3,Male,Sales Representative,4,Divorced,8607,7,No,3,0,9,4,2,6,6,3,0,28.5,Low
22,No,Travel_Frequently,Research & Development,12,5,Life Sciences,1,Female,Research Director,4,Single,6588,5,No,4,3,42,3,4,39,13,7,14,31.1,Medium
30,No,Travel_Rarely,Research & Development,22,5,Medical,2,Male,Laboratory Technician,2,Single,20000,4,No,4,3,27,3,3,24,3,15,17,58.8,Medium
40,No,Travel_Rarely,Research & Development,13,1,Medical,1,Male,Research Scientist,3,Married,4035,6,No,3,2,15,2,2,12,0,2,2,36.5,Medium
47,No,Travel_Rarely,Research & Development,28,3,Marketing,2,Male,Laboratory Technician,3,Married,1501,5,No,3,1,21,6,1,20,3,13,14,49.6,Medium
54,No,Travel_Frequently,Research & Development,14,4,Life Sciences,3,Male,Research Director,1,Married,2080,2,No,3,2,43,6,2,40,18,12,4,50.3,Medium
42,No,Travel_Frequently,Research & Development,22,2,Human Resources,1,Female,Research Director,1,Married,4950,4,No,3,0,11,2,1,9,8,9,9,67.3,High
44,No,Travel_Frequently,Research & Development,12,2,Medical,3,Female,Manager,4,Single,9106,8,Yes,3,1,10,4,1,8,8,1,6,60.7,High
31,No,Travel_Rarely,Research & Development,20,1,Life Sciences,1,Female,Research Director,1,Single,3322,6,No,3,0,18,1,3,14,3,6,7,68.7,High
53,No,Travel_Rarely,Sales,12,1,Life Sciences,2,Male,Manager,2,Divorced,4278,3,No,3,0,3,5,4,1,1,13,1,31.1,Medium
56,No,Travel_Rarely,Sales,27,3,Technical Degree,1,Female,Sales Representative,3,Divorced,7412,6,No,3,0,26,0,4,24,8,11,17,28.8,Low
33,No,Travel_Rarely,Research & Development,6,4,Life Sciences,4,Female,Research Scientist,3,Married,2754,4,No,3,3,13,5,2,12,12,14,12,31.6,Medium
39,No,Travel_Rarely,Research & Development,27,4,Life Sciences,4,Female,Manager,1,Married,3405,1,Yes,3,3,35,0,4,33,11,3,15,52.9,Medium
38,No,Non-Travel,Human Resources,10,5,Medical,1,Female,Human Resources,4,Married,2439,5,Yes,3,1,33,6,3,33,10,3,12,31.0,Medium
38,Yes,Travel_Rarely,Sales,20,1,Medical,4,Male,Sales Representative,1,Single,9966,6,No,3,0,36,4,2,34,11,9,3,78.1,High
25,No,Travel_Rarely,Research & Development,29,2,Marketing,3,Male,Research Scientist,4,Married,12394,7,No,3,0,41,1,2,37,17,8,2,57.7,Medium
33,No,Travel_Frequently,Research & Development,24,2,Life Sciences,4,Male,Research Director,2,Married,1905,5,No,3,1,6,1,2,2,2,1,2,50.8,Medium
48,No,Travel_Rarely,Human Resources,9,3,Marketing,4,Female,Human Resources,3,Married,4512,7,Yes,3,2,8,1,4,5,5,0,1,36.3,Medium
59,No,Travel_Rarely,Research & Development,2,2,Human Resources,3,Male,Laboratory Technician,2,Single,11434,6,Yes,3,0,19,2,4,18,4,14,17,68.9,High
27,No,Travel_Rarely,Research & Development,7,4,Life Sciences,3,Female,Manager,3,Divorced,6243,1,No,3,3,6,4,4,2,2,6,2,14.1,Low
49,No,Travel_Rarely,Research & Development,9,4,Marketing,2,Male,Manager,2,Divorced,3664,5,No,3,2,17,0,2,17,11,14,16,34.8,Medium
